GEO.id,GEO.id2,GEO.display-label,GC.target-geo-id,GC.target-geo-id2,GC.display-label,GC.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015
0100000US,,United States,310M200US40420,40420,"United States - Rockford, IL Metro Area","Rockford, IL Metro Area",349431,349431,349224,347864,345809,344746,342367,340663
0100000US,,United States,310M200US40580,40580,"United States - Rocky Mount, NC Metro Area","Rocky Mount, NC Metro Area",152392,152390,152447,151807,150990,149997,149147,148069
0100000US,,United States,310M200US40660,40660,"United States - Rome, GA Metro Area","Rome, GA Metro Area",96317,96317,96415,96208,96034,96039,96061,96504
0100000US,,United States,310M200US40900,40900,"United States - Sacramento--Roseville--Arden-Arcade, CA Metro Area","Sacramento--Roseville--Arden-Arcade, CA Metro Area",2149127,2149143,2154521,2175568,2195353,2217634,2244879,2274194
0100000US,,United States,310M200US40980,40980,"United States - Saginaw, MI Metro Area","Saginaw, MI Metro Area",200169,200169,199916,198855,198329,196764,195142,193307
0100000US,,United States,310M200US41060,41060,"United States - St. Cloud, MN Metro Area","St. Cloud, MN Metro Area",189093,189093,189219,190119,190564,191396,192579,194418
0100000US,,United States,310M200US41100,41100,"United States - St. George, UT Metro Area","St. George, UT Metro Area",138115,138115,138424,141507,144597,147637,151876,155602
0100000US,,United States,310M200US41140,41140,"United States - St. Joseph, MO-KS Metro Area","St. Joseph, MO-KS Metro Area",127329,127329,127235,127729,127957,127714,127377,126880
0100000US,,United States,310M200US41180,41180,"United States - St. Louis, MO-IL Metro Area","St. Louis, MO-IL Metro Area",2787701,2787748,2790026,2793783,2797113,2800914,2806191,2811588
0100000US,,United States,310M200US41420,41420,"United States - Salem, OR Metro Area","Salem, OR Metro Area",390738,390738,391534,393862,396231,398608,403821,410091
0100000US,,United States,310M200US41500,41500,"United States - Salinas, CA Metro Area","Salinas, CA Metro Area",415057,415057,416413,421466,426441,429109,431293,433898
0100000US,,United States,310M200US41540,41540,"United States - Salisbury, MD-DE Metro Area","Salisbury, MD-DE Metro Area",373802,373764,374783,378188,381532,385088,389811,395300
0100000US,,United States,310M200US41620,41620,"United States - Salt Lake City, UT Metro Area","Salt Lake City, UT Metro Area",1087873,1087799,1091699,1107958,1124609,1141905,1154513,1170266
0100000US,,United States,310M200US41660,41660,"United States - San Angelo, TX Metro Area","San Angelo, TX Metro Area",111823,111823,112285,113442,115067,116563,118449,119659
0100000US,,United States,310M200US41700,41700,"United States - San Antonio-New Braunfels, TX Metro Area","San Antonio-New Braunfels, TX Metro Area",2142508,2142518,2153215,2194579,2238578,2283485,2332790,2384075
0100000US,,United States,310M200US41740,41740,"United States - San Diego-Carlsbad, CA Metro Area","San Diego-Carlsbad, CA Metro Area",3095313,3095308,3104386,3142256,3184358,3223645,3265700,3299521
0100000US,,United States,310M200US41860,41860,"United States - San Francisco-Oakland-Hayward, CA Metro Area","San Francisco-Oakland-Hayward, CA Metro Area",4335391,4335560,4345364,4400757,4462425,4529180,4595980,4656132
0100000US,,United States,314M200US4186036084,4186036084,"United States - San Francisco-Oakland-Hayward, CA Metro Area - Oakland-Hayward-Berkeley, CA Metro Division","Oakland-Hayward-Berkeley, CA Metro Division",2559296,2559458,2566675,2599688,2636242,2679804,2724560,2764960
0100000US,,United States,314M200US4186041884,4186041884,"United States - San Francisco-Oakland-Hayward, CA Metro Area - San Francisco-Redwood City-South San Francisco, CA Metro Division","San Francisco-Redwood City-South San Francisco, CA Metro Division",1523686,1523693,1525786,1545666,1570162,1590824,1610870,1629951
0100000US,,United States,314M200US4186042034,4186042034,"United States - San Francisco-Oakland-Hayward, CA Metro Area - San Rafael, CA Metro Division","San Rafael, CA Metro Division",252409,252409,252903,255403,256021,258552,260550,261221
0100000US,,United States,310M200US41940,41940,"United States - San Jose-Sunnyvale-Santa Clara, CA Metro Area","San Jose-Sunnyvale-Santa Clara, CA Metro Area",1836911,1836941,1842401,1870402,1898203,1928745,1954348,1976836
0100000US,,United States,310M200US42020,42020,"United States - San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area","San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",269637,269593,269905,271208,274552,276308,279116,281401
0100000US,,United States,310M200US42100,42100,"United States - Santa Cruz-Watsonville, CA Metro Area","Santa Cruz-Watsonville, CA Metro Area",262382,262362,263266,264971,266597,269277,271401,274146
0100000US,,United States,310M200US42140,42140,"United States - Santa Fe, NM Metro Area","Santa Fe, NM Metro Area",144170,144171,144462,145395,146326,147154,147977,148686
0100000US,,United States,310M200US42200,42200,"United States - Santa Maria-Santa Barbara, CA Metro Area","Santa Maria-Santa Barbara, CA Metro Area",423895,423939,424379,426131,430873,436248,441228,444769
0100000US,,United States,310M200US42220,42220,"United States - Santa Rosa, CA Metro Area","Santa Rosa, CA Metro Area",483878,483880,484791,487778,490746,495046,499674,502146
0100000US,,United States,310M200US42340,42340,"United States - Savannah, GA Metro Area","Savannah, GA Metro Area",347611,347621,348751,355819,362203,365776,372357,379199
0100000US,,United States,310M200US42540,42540,"United States - Scranton--Wilkes-Barre--Hazleton, PA Metro Area","Scranton--Wilkes-Barre--Hazleton, PA Metro Area",563631,563630,563743,564030,564328,561939,560041,558166
0100000US,,United States,310M200US42660,42660,"United States - Seattle-Tacoma-Bellevue, WA Metro Area","Seattle-Tacoma-Bellevue, WA Metro Area",3439809,3439815,3448636,3498362,3554031,3612962,3672866,3733580
0100000US,,United States,314M200US4266042644,4266042644,"United States - Seattle-Tacoma-Bellevue, WA Metro Area - Seattle-Bellevue-Everett, WA Metro Division","Seattle-Bellevue-Everett, WA Metro Division",2644584,2644586,2653214,2695042,2742044,2793626,2841705,2889626
0100000US,,United States,314M200US4266045104,4266045104,"United States - Seattle-Tacoma-Bellevue, WA Metro Area - Tacoma-Lakewood, WA Metro Division","Tacoma-Lakewood, WA Metro Division",795225,795229,795422,803320,811987,819336,831161,843954
0100000US,,United States,310M200US42680,42680,"United States - Sebastian-Vero Beach, FL Metro Area","Sebastian-Vero Beach, FL Metro Area",138028,138028,138233,138979,140640,142021,144772,147919
0100000US,,United States,310M200US42700,42700,"United States - Sebring, FL Metro Area","Sebring, FL Metro Area",98786,98786,98665,98284,97998,97762,98104,99491
0100000US,,United States,310M200US43100,43100,"United States - Sheboygan, WI Metro Area","Sheboygan, WI Metro Area",115507,115507,115474,115372,115010,114915,115262,115569
0100000US,,United States,310M200US43300,43300,"United States - Sherman-Denison, TX Metro Area","Sherman-Denison, TX Metro Area",120877,120873,121042,121249,121601,122165,123419,125467
0100000US,,United States,310M200US43340,43340,"United States - Shreveport-Bossier City, LA Metro Area","Shreveport-Bossier City, LA Metro Area",439811,439811,441193,445044,448373,446754,444758,443708
0100000US,,United States,310M200US43420,43420,"United States - Sierra Vista-Douglas, AZ Metro Area","Sierra Vista-Douglas, AZ Metro Area",131346,131357,131809,132996,131888,129605,127321,126427
0100000US,,United States,310M200US43580,43580,"United States - Sioux City, IA-NE-SD Metro Area","Sioux City, IA-NE-SD Metro Area",168563,168563,168832,168951,168821,168746,168857,169069
0100000US,,United States,310M200US43620,43620,"United States - Sioux Falls, SD Metro Area","Sioux Falls, SD Metro Area",228261,228264,229203,232714,237701,243326,248062,251854
0100000US,,United States,310M200US43780,43780,"United States - South Bend-Mishawaka, IN-MI Metro Area","South Bend-Mishawaka, IN-MI Metro Area",319224,319215,318985,319157,318560,318719,319454,320098
0100000US,,United States,310M200US43900,43900,"United States - Spartanburg, SC Metro Area","Spartanburg, SC Metro Area",313268,313268,313682,314784,316696,318784,321483,325079
0100000US,,United States,310M200US44060,44060,"United States - Spokane-Spokane Valley, WA Metro Area","Spokane-Spokane Valley, WA Metro Area",527753,527753,528577,529908,532432,535666,540915,547824
0100000US,,United States,310M200US44100,44100,"United States - Springfield, IL Metro Area","Springfield, IL Metro Area",210170,210170,210504,211656,212019,211633,211669,211156
0100000US,,United States,310M200US44140,44140,"United States - Springfield, MA Metro Area","Springfield, MA Metro Area",621570,621705,623424,625994,626975,628380,630672,631982
0100000US,,United States,310M200US44180,44180,"United States - Springfield, MO Metro Area","Springfield, MO Metro Area",436712,436713,437409,440348,444643,448718,452188,456456
0100000US,,United States,310M200US44220,44220,"United States - Springfield, OH Metro Area","Springfield, OH Metro Area",138333,138333,138246,137760,137193,136740,136482,135959
0100000US,,United States,310M200US44300,44300,"United States - State College, PA Metro Area","State College, PA Metro Area",153990,153981,154253,154976,155839,158213,159506,160580
0100000US,,United States,310M200US44420,44420,"United States - Staunton-Waynesboro, VA Metro Area","Staunton-Waynesboro, VA Metro Area",118502,118502,118349,118905,118669,119410,119772,120221
0100000US,,United States,310M200US44700,44700,"United States - Stockton-Lodi, CA Metro Area","Stockton-Lodi, CA Metro Area",685306,685308,687442,695432,701464,704654,715114,726106
0100000US,,United States,310M200US44940,44940,"United States - Sumter, SC Metro Area","Sumter, SC Metro Area",107456,107463,107571,107355,108075,108035,107940,107480
0100000US,,United States,310M200US45060,45060,"United States - Syracuse, NY Metro Area","Syracuse, NY Metro Area",662577,662589,663029,662819,661539,662999,661751,660458
0100000US,,United States,310M200US45220,45220,"United States - Tallahassee, FL Metro Area","Tallahassee, FL Metro Area",367413,368770,369416,371067,375409,373409,375645,377924
0100000US,,United States,310M200US45300,45300,"United States - Tampa-St. Petersburg-Clearwater, FL Metro Area","Tampa-St. Petersburg-Clearwater, FL Metro Area",2783243,2783514,2788715,2828490,2847270,2873489,2917813,2975225
0100000US,,United States,310M200US45460,45460,"United States - Terre Haute, IN Metro Area","Terre Haute, IN Metro Area",172425,172422,172300,172548,172586,172091,171381,171019
0100000US,,United States,310M200US45500,45500,"United States - Texarkana, TX-AR Metro Area","Texarkana, TX-AR Metro Area",149198,149195,149352,149385,149553,149564,149366,149769
0100000US,,United States,310M200US45540,45540,"United States - The Villages, FL Metro Area","The Villages, FL Metro Area",93420,93420,94279,98581,102781,108253,114000,118891
0100000US,,United States,310M200US45780,45780,"United States - Toledo, OH Metro Area","Toledo, OH Metro Area",610001,610001,610131,609380,608234,607801,606781,605956
0100000US,,United States,310M200US45820,45820,"United States - Topeka, KS Metro Area","Topeka, KS Metro Area",233870,233868,234279,234746,234513,233986,233798,233791
0100000US,,United States,310M200US45940,45940,"United States - Trenton, NJ Metro Area","Trenton, NJ Metro Area",366513,367508,367959,367908,369171,370984,371601,371398
0100000US,,United States,310M200US46060,46060,"United States - Tucson, AZ Metro Area","Tucson, AZ Metro Area",980263,980263,981870,988024,992973,997418,1004244,1010025
0100000US,,United States,310M200US46140,46140,"United States - Tulsa, OK Metro Area","Tulsa, OK Metro Area",937478,937528,939978,946118,953210,962944,970107,981005
0100000US,,United States,310M200US46220,46220,"United States - Tuscaloosa, AL Metro Area","Tuscaloosa, AL Metro Area",230162,230159,230428,231361,233299,235296,237989,239908
0100000US,,United States,310M200US46340,46340,"United States - Tyler, TX Metro Area","Tyler, TX Metro Area",209714,209721,210470,212832,215088,216854,220050,222936
0100000US,,United States,310M200US46520,46520,"United States - Urban Honolulu, HI Metro Area","Urban Honolulu, HI Metro Area",953207,953207,956377,966581,976711,986802,992082,998714
0100000US,,United States,310M200US46540,46540,"United States - Utica-Rome, NY Metro Area","Utica-Rome, NY Metro Area",299397,299376,299281,298890,298543,297941,296987,295600
0100000US,,United States,310M200US46660,46660,"United States - Valdosta, GA Metro Area","Valdosta, GA Metro Area",139588,139665,140082,142469,144726,142959,143428,142875
0100000US,,United States,310M200US46700,46700,"United States - Vallejo-Fairfield, CA Metro Area","Vallejo-Fairfield, CA Metro Area",413344,413344,414062,416754,420360,424770,430791,436092
0100000US,,United States,310M200US47020,47020,"United States - Victoria, TX Metro Area","Victoria, TX Metro Area",94003,94003,94083,94676,96629,97602,98724,99913
0100000US,,United States,310M200US47220,47220,"United States - Vineland-Bridgeton, NJ Metro Area","Vineland-Bridgeton, NJ Metro Area",156898,156898,157155,157570,157677,156977,157099,155854
0100000US,,United States,310M200US47260,47260,"United States - Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1676822,1676817,1679972,1686832,1698144,1706680,1717853,1724876
0100000US,,United States,310M200US47300,47300,"United States - Visalia-Porterville, CA Metro Area","Visalia-Porterville, CA Metro Area",442179,442182,443081,447615,451218,454208,457260,459863
0100000US,,United States,310M200US47380,47380,"United States - Waco, TX Metro Area","Waco, TX Metro Area",252772,252772,253821,255696,257021,258784,260264,262813
0100000US,,United States,310M200US47460,47460,"United States - Walla Walla, WA Metro Area","Walla Walla, WA Metro Area",62859,62859,63031,63528,63429,63593,63745,64282
0100000US,,United States,310M200US47580,47580,"United States - Warner Robins, GA Metro Area","Warner Robins, GA Metro Area",179605,179605,180420,183634,185460,186454,187534,188149
0100000US,,United States,310M200US47900,47900,"United States - Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",5636232,5636406,5666536,5778317,5872677,5964439,6033891,6097684
0100000US,,United States,314M200US4790043524,4790043524,"United States - Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area - Silver Spring-Frederick-Rockville, MD Metro Division","Silver Spring-Frederick-Rockville, MD Metro Division",1205162,1205191,1210375,1230406,1246041,1260323,1273951,1285438
0100000US,,United States,314M200US4790047894,4790047894,"United States - Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area - Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Division","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Division",4431070,4431215,4456161,4547911,4626636,4704116,4759940,4812246
0100000US,,United States,310M200US47940,47940,"United States - Waterloo-Cedar Falls, IA Metro Area","Waterloo-Cedar Falls, IA Metro Area",167819,167819,167919,168286,168624,169590,170096,170612
0100000US,,United States,310M200US48060,48060,"United States - Watertown-Fort Drum, NY Metro Area","Watertown-Fort Drum, NY Metro Area",116229,116232,116570,118172,120772,119192,118964,117635
0100000US,,United States,310M200US48140,48140,"United States - Wausau, WI Metro Area","Wausau, WI Metro Area",134063,134063,134069,134500,134630,135266,135619,135868
0100000US,,United States,310M200US48260,48260,"United States - Weirton-Steubenville, WV-OH Metro Area","Weirton-Steubenville, WV-OH Metro Area",124454,124455,124280,123339,122491,121940,121313,120512
0100000US,,United States,310M200US48300,48300,"United States - Wenatchee, WA Metro Area","Wenatchee, WA Metro Area",110884,110887,111294,112140,113049,113541,114420,116178
0100000US,,United States,310M200US48540,48540,"United States - Wheeling, WV-OH Metro Area","Wheeling, WV-OH Metro Area",147950,147949,147854,147098,146380,145798,144909,144198
0100000US,,United States,310M200US48620,48620,"United States - Wichita, KS Metro Area","Wichita, KS Metro Area",630919,630919,631907,633367,636319,638643,641480,644610
0100000US,,United States,310M200US48660,48660,"United States - Wichita Falls, TX Metro Area","Wichita Falls, TX Metro Area",151306,151476,151649,150378,151085,151686,152144,150780
0100000US,,United States,310M200US48700,48700,"United States - Williamsport, PA Metro Area","Williamsport, PA Metro Area",116111,116108,116204,116697,117314,116717,116503,116048
0100000US,,United States,310M200US48900,48900,"United States - Wilmington, NC Metro Area","Wilmington, NC Metro Area",254884,254884,255648,259262,263091,268292,272671,277969
0100000US,,United States,310M200US49020,49020,"United States - Winchester, VA-WV Metro Area","Winchester, VA-WV Metro Area",128472,128473,128694,130014,130981,132127,133291,133836
0100000US,,United States,310M200US49180,49180,"United States - Winston-Salem, NC Metro Area","Winston-Salem, NC Metro Area",640595,640577,641399,644697,647636,651290,655195,659330
0100000US,,United States,310M200US49340,49340,"United States - Worcester, MA-CT Metro Area","Worcester, MA-CT Metro Area",916980,916976,918934,922298,924255,928132,931802,935536
0100000US,,United States,310M200US49420,49420,"United States - Yakima, WA Metro Area","Yakima, WA Metro Area",243231,243231,244313,246326,246844,247342,247698,248830
0100000US,,United States,310M200US49620,49620,"United States - York-Hanover, PA Metro Area","York-Hanover, PA Metro Area",434972,434998,435539,436902,437833,439521,441177,442867
0100000US,,United States,310M200US49660,49660,"United States - Youngstown-Warren-Boardman, OH-PA Metro Area","Youngstown-Warren-Boardman, OH-PA Metro Area",565773,565804,564878,562514,559062,556246,553510,549885
0100000US,,United States,310M200US49700,49700,"United States - Yuba City, CA Metro Area","Yuba City, CA Metro Area",166892,166892,167159,167229,167425,168324,169487,170955
0100000US,,United States,310M200US49740,49740,"United States - Yuma, AZ Metro Area","Yuma, AZ Metro Area",195751,195750,197069,202628,202375,202173,203483,204275
0100000US,,United States,01000E0US,,United States - In micropolitan statistical area,In micropolitan statistical area,27154213,27153112,27169243,27195184,27215792,27218292,27233163,27260617
0100000US,,United States,310M200US10100,10100,"United States - Aberdeen, SD Micro Area","Aberdeen, SD Micro Area",40602,40602,40723,41044,41638,42345,42581,42784
0100000US,,United States,310M200US10140,10140,"United States - Aberdeen, WA Micro Area","Aberdeen, WA Micro Area",72797,72797,72857,72345,71742,71049,70836,71122
0100000US,,United States,310M200US10220,10220,"United States - Ada, OK Micro Area","Ada, OK Micro Area",37492,37492,37600,37719,38036,38153,38174,38194
0100000US,,United States,310M200US10300,10300,"United States - Adrian, MI Micro Area","Adrian, MI Micro Area",99892,99892,99638,99332,99018,98806,98780,98573
0100000US,,United States,310M200US10460,10460,"United States - Alamogordo, NM Micro Area","Alamogordo, NM Micro Area",63797,63799,64354,65493,66002,65766,64966,64362
0100000US,,United States,310M200US10620,10620,"United States - Albemarle, NC Micro Area","Albemarle, NC Micro Area",60585,60585,60553,60471,60496,60619,60629,60714
0100000US,,United States,310M200US10660,10660,"United States - Albert Lea, MN Micro Area","Albert Lea, MN Micro Area",31255,31255,31210,31093,31042,30946,30789,30613
0100000US,,United States,310M200US10700,10700,"United States - Albertville, AL Micro Area","Albertville, AL Micro Area",93019,93019,93146,93906,94228,94377,94356,94725
0100000US,,United States,310M200US10820,10820,"United States - Alexandria, MN Micro Area","Alexandria, MN Micro Area",36009,36009,35997,36248,36435,36545,36798,37075
0100000US,,United States,310M200US10860,10860,"United States - Alice, TX Micro Area","Alice, TX Micro Area",40838,40838,40892,41205,41660,41682,41378,41382
0100000US,,United States,310M200US10940,10940,"United States - Alma, MI Micro Area","Alma, MI Micro Area",42476,42476,42425,42151,42035,42033,41633,41540
0100000US,,United States,310M200US10980,10980,"United States - Alpena, MI Micro Area","Alpena, MI Micro Area",29598,29598,29539,29342,29219,29026,28952,28803
0100000US,,United States,310M200US11060,11060,"United States - Altus, OK Micro Area","Altus, OK Micro Area",26446,26446,26467,26406,26245,26173,25881,25574
0100000US,,United States,310M200US11140,11140,"United States - Americus, GA Micro Area","Americus, GA Micro Area",37829,37827,37732,37124,36634,36436,36376,35947
0100000US,,United States,310M200US11220,11220,"United States - Amsterdam, NY Micro Area","Amsterdam, NY Micro Area",50219,50257,50284,49924,49827,49771,49729,49642
0100000US,,United States,310M200US11380,11380,"United States - Andrews, TX Micro Area","Andrews, TX Micro Area",14786,14786,14835,15393,16121,16800,17457,18105
0100000US,,United States,310M200US11420,11420,"United States - Angola, IN Micro Area","Angola, IN Micro Area",34185,34183,34137,34064,34164,34328,34406,34372
0100000US,,United States,310M200US11580,11580,"United States - Arcadia, FL Micro Area","Arcadia, FL Micro Area",34862,34862,34921,34671,34808,34692,35157,35458
0100000US,,United States,310M200US11620,11620,"United States - Ardmore, OK Micro Area","Ardmore, OK Micro Area",47557,47726,47789,48074,48098,48593,48756,48689
0100000US,,United States,310M200US11660,11660,"United States - Arkadelphia, AR Micro Area","Arkadelphia, AR Micro Area",22995,22995,22947,22944,22811,22666,22699,22633
0100000US,,United States,310M200US11680,11680,"United States - Arkansas City-Winfield, KS Micro Area","Arkansas City-Winfield, KS Micro Area",36311,36311,36301,36237,36264,36185,35920,35788
0100000US,,United States,310M200US11740,11740,"United States - Ashland, OH Micro Area","Ashland, OH Micro Area",53139,53139,53320,53285,53238,53122,53085,53213
0100000US,,United States,310M200US11780,11780,"United States - Ashtabula, OH Micro Area","Ashtabula, OH Micro Area",101497,101497,101400,101099,100268,99750,99138,98632
0100000US,,United States,310M200US11820,11820,"United States - Astoria, OR Micro Area","Astoria, OR Micro Area",37039,37037,37086,37210,37353,37091,37425,37831
0100000US,,United States,310M200US11860,11860,"United States - Atchison, KS Micro Area","Atchison, KS Micro Area",16924,16924,16869,16779,16793,16703,16491,16398
0100000US,,United States,310M200US11900,11900,"United States - Athens, OH Micro Area","Athens, OH Micro Area",64757,64773,65223,65112,64641,64511,64722,65886
0100000US,,United States,310M200US11940,11940,"United States - Athens, TN Micro Area","Athens, TN Micro Area",52266,52266,52185,52358,52447,52401,52684,52639
0100000US,,United States,310M200US11980,11980,"United States - Athens, TX Micro Area","Athens, TX Micro Area",78532,78536,78656,78688,78953,78635,79259,79545
0100000US,,United States,310M200US12140,12140,"United States - Auburn, IN Micro Area","Auburn, IN Micro Area",42223,42223,42293,42457,42303,42387,42508,42589
0100000US,,United States,310M200US12180,12180,"United States - Auburn, NY Micro Area","Auburn, NY Micro Area",80026,80020,79858,79831,79653,79255,78836,78288
0100000US,,United States,310M200US12300,12300,"United States - Augusta-Waterville, ME Micro Area","Augusta-Waterville, ME Micro Area",122151,122151,122104,121785,121657,121114,121026,119980
0100000US,,United States,310M200US12380,12380,"United States - Austin, MN Micro Area","Austin, MN Micro Area",39163,39163,39191,39282,39312,39208,39218,39116
0100000US,,United States,310M200US12460,12460,"United States - Bainbridge, GA Micro Area","Bainbridge, GA Micro Area",27842,27842,27808,27652,27455,27369,27239,27174
0100000US,,United States,310M200US12660,12660,"United States - Baraboo, WI Micro Area","Baraboo, WI Micro Area",61976,61976,62031,62412,62527,63019,63360,63642
0100000US,,United States,310M200US12680,12680,"United States - Bardstown, KY Micro Area","Bardstown, KY Micro Area",43437,43437,43608,44023,44370,44500,44800,45126
0100000US,,United States,310M200US12740,12740,"United States - Barre, VT Micro Area","Barre, VT Micro Area",59534,59526,59570,59556,59358,59195,58940,58612
0100000US,,United States,310M200US12780,12780,"United States - Bartlesville, OK Micro Area","Bartlesville, OK Micro Area",50976,50977,51064,51522,51721,51569,51967,52021
0100000US,,United States,310M200US12820,12820,"United States - Bastrop, LA Micro Area","Bastrop, LA Micro Area",27979,27979,27895,27490,27433,26996,26744,26395
0100000US,,United States,310M200US12860,12860,"United States - Batavia, NY Micro Area","Batavia, NY Micro Area",60079,60033,60029,60004,59865,59387,59099,58937
0100000US,,United States,310M200US12900,12900,"United States - Batesville, AR Micro Area","Batesville, AR Micro Area",36647,36647,36806,36831,36937,36879,37061,37052
0100000US,,United States,310M200US13060,13060,"United States - Bay City, TX Micro Area","Bay City, TX Micro Area",36702,36702,36705,36699,36554,36500,36469,36770
0100000US,,United States,310M200US13100,13100,"United States - Beatrice, NE Micro Area","Beatrice, NE Micro Area",22311,22311,22294,21955,21746,21827,21662,21900
0100000US,,United States,310M200US13180,13180,"United States - Beaver Dam, WI Micro Area","Beaver Dam, WI Micro Area",88759,88761,88661,88725,88560,88376,88570,88502
0100000US,,United States,310M200US13260,13260,"United States - Bedford, IN Micro Area","Bedford, IN Micro Area",46134,46129,46124,46079,46036,45845,45615,45495
0100000US,,United States,310M200US13300,13300,"United States - Beeville, TX Micro Area","Beeville, TX Micro Area",31861,31861,31886,32309,32440,32759,32911,32874
0100000US,,United States,310M200US13340,13340,"United States - Bellefontaine, OH Micro Area","Bellefontaine, OH Micro Area",45858,45858,45770,45616,45447,45462,45509,45386
0100000US,,United States,310M200US13420,13420,"United States - Bemidji, MN Micro Area","Bemidji, MN Micro Area",44442,44442,44579,45098,45229,45550,45623,45672
0100000US,,United States,310M200US13500,13500,"United States - Bennettsville, SC Micro Area","Bennettsville, SC Micro Area",28933,28933,28896,28479,28154,27951,27889,27494
0100000US,,United States,310M200US13540,13540,"United States - Bennington, VT Micro Area","Bennington, VT Micro Area",37125,37125,37105,36833,36684,36698,36412,36317
0100000US,,United States,310M200US13620,13620,"United States - Berlin, NH-VT Micro Area","Berlin, NH-VT Micro Area",39361,39358,39282,38806,38218,38163,37823,37375
0100000US,,United States,310M200US13660,13660,"United States - Big Rapids, MI Micro Area","Big Rapids, MI Micro Area",42798,42798,42844,43442,43519,43270,43207,43067
0100000US,,United States,310M200US13700,13700,"United States - Big Spring, TX Micro Area","Big Spring, TX Micro Area",36238,36238,36240,36242,36781,37481,37842,38521
0100000US,,United States,310M200US13720,13720,"United States - Big Stone Gap, VA Micro Area","Big Stone Gap, VA Micro Area",61313,61319,61455,61205,60605,60137,59281,58772
0100000US,,United States,310M200US13940,13940,"United States - Blackfoot, ID Micro Area","Blackfoot, ID Micro Area",45607,45607,45767,45912,45523,45404,45204,44990
0100000US,,United States,310M200US14140,14140,"United States - Bluefield, WV-VA Micro Area","Bluefield, WV-VA Micro Area",107342,107345,107457,107112,106605,105920,105103,104063
0100000US,,United States,310M200US14180,14180,"United States - Blytheville, AR Micro Area","Blytheville, AR Micro Area",46480,46480,46389,46039,45550,44711,44282,43738
0100000US,,United States,310M200US14220,14220,"United States - Bogalusa, LA Micro Area","Bogalusa, LA Micro Area",47168,47171,47099,47138,46636,46349,46287,46371
0100000US,,United States,310M200US14340,14340,"United States - Boone, IA Micro Area","Boone, IA Micro Area",26306,26306,26279,26340,26239,26363,26420,26643
0100000US,,United States,310M200US14380,14380,"United States - Boone, NC Micro Area","Boone, NC Micro Area",51079,51079,50981,51563,52050,52293,52388,52906
0100000US,,United States,310M200US14420,14420,"United States - Borger, TX Micro Area","Borger, TX Micro Area",22150,22249,22204,21973,21954,21812,21815,21734
0100000US,,United States,310M200US14580,14580,"United States - Bozeman, MT Micro Area","Bozeman, MT Micro Area",89513,89513,89626,91353,92600,94647,97276,100739
0100000US,,United States,310M200US14620,14620,"United States - Bradford, PA Micro Area","Bradford, PA Micro Area",43450,43450,43360,43199,43245,42855,42708,42412
0100000US,,United States,310M200US14660,14660,"United States - Brainerd, MN Micro Area","Brainerd, MN Micro Area",91067,91067,91275,91050,91273,91596,91779,92134
0100000US,,United States,310M200US14700,14700,"United States - Branson, MO Micro Area","Branson, MO Micro Area",83877,83880,83983,84507,84619,84751,85239,85535
0100000US,,United States,310M200US14720,14720,"United States - Breckenridge, CO Micro Area","Breckenridge, CO Micro Area",27994,27994,28065,27965,28245,28783,29451,30257
0100000US,,United States,310M200US14780,14780,"United States - Brenham, TX Micro Area","Brenham, TX Micro Area",33718,33708,33726,33962,33880,34160,34413,34765
0100000US,,United States,310M200US14820,14820,"United States - Brevard, NC Micro Area","Brevard, NC Micro Area",33090,33090,33065,32798,32815,32827,32991,33211
0100000US,,United States,310M200US15020,15020,"United States - Brookhaven, MS Micro Area","Brookhaven, MS Micro Area",34869,34869,34878,34842,34834,34732,34766,34649
0100000US,,United States,310M200US15060,15060,"United States - Brookings, OR Micro Area","Brookings, OR Micro Area",22364,22364,22372,22453,22237,22254,22265,22483
0100000US,,United States,310M200US15100,15100,"United States - Brookings, SD Micro Area","Brookings, SD Micro Area",31965,31965,32017,32131,32703,33106,33394,33897
0100000US,,United States,310M200US15220,15220,"United States - Brownwood, TX Micro Area","Brownwood, TX Micro Area",38106,38106,38117,38016,37865,37764,37625,37896
0100000US,,United States,310M200US15340,15340,"United States - Bucyrus, OH Micro Area","Bucyrus, OH Micro Area",43784,43784,43769,43297,42827,42754,42439,42306
0100000US,,United States,310M200US15420,15420,"United States - Burley, ID Micro Area","Burley, ID Micro Area",43021,43021,43170,43362,43408,43663,43843,43967
0100000US,,United States,310M200US15460,15460,"United States - Burlington, IA-IL Micro Area","Burlington, IA-IL Micro Area",47656,47653,47587,47312,47310,47376,47205,47050
0100000US,,United States,310M200US15580,15580,"United States - Butte-Silver Bow, MT Micro Area","Butte-Silver Bow, MT Micro Area",34200,34209,34230,34374,34484,34536,34730,34622
